V1,V2
1.0,0.00012441153588882425
3.0,5.546884495253092e-07
7.0,4.528324165828402e-10
6.0,-5.6555827244039536e-09
10.0,-2.8715370550894938e-15
27.0,-2.5399017581882423e-46
7.0,5.58931152892398e-09
2.0,5.01288014070098e-05
8.0,8.589905342416238e-12
9.0,-3.5062703197606206e-15
8.0,3.4914262344403636e-09
8.0,2.5380636909375083e-13
4.0,1.633434494400745e-05
12.0,-3.339562069833169e-20
4.0,-3.9596993406852114e-07
20.0,6.412678560650597e-30
1.0,0.21603771591748572
3.0,0.00016320243473992132
1.0,0.21603771591748572
1.0,0.14318651882506633
5.0,6.007205920602651e-08
11.0,1.4423910335123842e-18
5.0,-1.912851450819008e-06
2.0,-1.5283554057030774e-05
1.0,0.08528923870652944
1.0,0.08528923870652944
7.0,-2.1405286471960433e-10
1.0,4.905808477229101e-06
4.0,5.919302434952321e-07
15.0,5.286891730750335e-13
5.0,3.5706168434150775e-05
5.0,7.789085668555637e-10
2.0,0.054839660700889706
9.0,-5.6484607894911465e-14
6.0,2.0596120566489225e-12
3.0,-9.285963512913865e-05
3.0,-2.913721324203509e-05
1.0,0.21603771591748572
2.0,0.0018558539662611286
8.0,1.856260605508024e-10
7.0,-7.502118881816587e-11
8.0,1.9128312865629178e-15
7.0,-3.570438991550978e-12
6.0,1.1019578706230476e-10
1.0,0.14318651882506633
5.0,9.03481120702871e-09
8.0,7.249390468445184e-10
11.0,-1.9928697004579638e-15
4.0,-5.1883672255068955e-08
2.0,4.589175143873209e-05
5.0,5.369310117231057e-07
2.0,0.030306197734284203
11.0,1.2906529258206258e-18
13.0,-1.8850900076510777e-17
3.0,0.00010995235208728974
6.0,1.5948206290721015e-08
7.0,2.764273118944362e-12
6.0,3.8998265539910355e-10
8.0,1.9965931559785423e-10
1.0,0.21603771591748572
13.0,-1.743477025363337e-19
8.0,8.401874194445092e-12
8.0,-1.6539044272610808e-16
5.0,7.92996605462609e-05
16.0,-1.5321876602458167e-22
5.0,7.638043863486835e-05
3.0,8.508856788098036e-07
7.0,1.0741124629295033e-09
22.0,-5.983733536331945e-39
4.0,3.3716410197346337e-06
3.0,1.6375912051689267e-05
6.0,1.6035243494322884e-09
4.0,7.956281078360794e-07
2.0,0.054839660700889706
13.0,8.919224916593306e-25
6.0,7.510288807575833e-09
4.0,-3.7961810872029337e-06
2.0,0.030306197734284203
4.0,1.315384027340288e-07
1.0,0.01765280260336117
7.0,7.745993031834713e-12
7.0,7.690484705116064e-08
3.0,-9.930918569586706e-05
1.0,0.21603771591748572
12.0,-3.829218490248375e-16
2.0,0.004703384255869788
4.0,-3.533719551054163e-08
12.0,-1.5873048447580624e-15
5.0,2.2619827847829415e-07
5.0,8.328897672625683e-08
3.0,0.0006193836664486702
14.0,4.5621811281550373e-23
4.0,8.883097293129224e-08
17.0,-1.7944989666455732e-27
34.0,-3.1611587554812533e-47
5.0,-1.55289610089393e-10
10.0,-8.230989507925223e-17
2.0,0.054839660700889706
3.0,-2.2075272143936877e-06
24.0,-4.882217998552847e-35
3.0,2.0787555436538807e-05
6.0,1.5806898506690693e-08
1.0,0.022831286945252167
2.0,0.00014809008259522515
7.0,-1.2368399973085434e-07
2.0,0.004046474861394659
26.0,-3.1889587218411857e-46
8.0,-3.7935193537431416e-14
11.0,7.316047510517885e-15
7.0,-9.050853816019535e-09
5.0,4.31650582305979e-06
6.0,2.404115949422558e-09
40.0,-1.420456579527109e-64
2.0,0.054839660700889706
4.0,6.725669231560741e-05
4.0,0.00011554073927776308
11.0,-6.53434745403484e-16
8.0,-1.2507072890917195e-13
24.0,-6.258594944956999e-36
5.0,-1.493854501256194e-10
3.0,5.052187887237872e-06
4.0,4.465916507033648e-10
4.0,0.0006318044266483423
7.0,-6.625233411057293e-16
10.0,1.146754920060494e-16
15.0,-1.0773949137005475e-28
3.0,-3.609490520283241e-07
26.0,-3.181171644681805e-43
14.0,-1.799997415884793e-21
13.0,-1.2573561473776108e-24
8.0,8.572377915109877e-12
20.0,3.972952550940542e-34
11.0,-4.860866467943e-19
3.0,0.00017305749753656003
2.0,0.007530024567053004
7.0,8.075973007532975e-10
7.0,-7.963435522927108e-10
27.0,1.962402170530481e-45
6.0,-2.059460921427893e-07
3.0,5.82262881234722e-05
2.0,0.05401062842930744
2.0,0.006339695640146275
7.0,4.312892026746304e-14
18.0,-5.1830656075851925e-31
7.0,-1.6016408905639838e-11
2.0,0.02307379592653753
2.0,2.4529283055713114e-06
11.0,7.324039032868701e-16
4.0,1.2351802221298092e-05
4.0,5.699085553291198e-06
24.0,-3.4467905607475687e-38
4.0,3.072096004043053e-09
1.0,0.022831286945252167
5.0,-1.6807389900489833e-08
2.0,0.0009517559402515951
9.0,-5.74131980650377e-14
12.0,-1.5738543989283325e-19
7.0,2.1713626760767297e-10
6.0,1.4967210773769702e-09
10.0,1.5027924043698075e-15
3.0,4.662636973004025e-05
1.0,0.21603771591748572
10.0,-1.4009584472652994e-18
5.0,1.6171400724479148e-10
9.0,2.4839266539517237e-11
18.0,-2.224031999281456e-29
22.0,-1.2376485628312095e-36
8.0,3.914128933762615e-15
5.0,4.8204638376635005e-11
9.0,1.7920283865296523e-11
5.0,1.4109117256143208e-08
14.0,-6.806384040649969e-24
2.0,0.0009583279660690426
9.0,-4.3474210547841264e-14
4.0,1.0162334827058457e-08
14.0,-1.793718400855773e-25
1.0,0.21603771591748572
10.0,-4.258360586031379e-16
5.0,3.73996321986292e-09
6.0,1.1667066736413837e-07
1.0,0.029010264818985564
4.0,-2.20286383967452e-07
2.0,0.036788934804787544
3.0,-8.579447763107495e-05
3.0,0.001542408168698085
4.0,2.1531812987209997e-05
1.0,0.007334103834051109
1.0,0.007739203861295464
5.0,4.1073933305615415e-07
4.0,6.729872773712174e-06
11.0,-4.148720736793365e-14
2.0,0.004937477439645236
7.0,1.6282328658998713e-12
15.0,9.572493640847e-22
7.0,-2.3433616573398215e-13
7.0,2.082718260808418e-12
12.0,-9.106907576278362e-18
5.0,3.383964412264943e-08
10.0,9.005062462767082e-19
11.0,-5.839069122032656e-20
5.0,-5.89832983644731e-08
1.0,0.21603771591748572
7.0,7.255715781705845e-11
6.0,-4.355716562496662e-11
7.0,1.6155336934652657e-13
2.0,0.0014524599520643051
2.0,0.0025666707536181827
11.0,8.58786335864546e-16
11.0,5.815939642097005e-16
2.0,0.0008668175644838268
2.0,0.0006474671126825064
3.0,-0.00010759364199929254
2.0,0.005063137343832337
11.0,-1.1699171073648967e-18
6.0,-3.916061585953428e-08
9.0,-7.099093037061506e-17
1.0,4.905808477229101e-06
1.0,0.0008654828327703578
8.0,-8.624519794702782e-15
9.0,2.732807247129786e-13
6.0,2.1609541656554217e-07
7.0,-1.160634909679076e-10
3.0,9.57727356847486e-06
4.0,-1.4954713952558631e-05
20.0,-1.3214165920914592e-30
4.0,4.275959232876162e-06
10.0,-7.477864370986584e-17
32.0,-4.760424111129736e-50
11.0,-4.708849707882566e-15
11.0,1.8165193399160712e-16
1.0,0.14318651882506633
8.0,-2.5908565591630828e-15
5.0,2.1596002612942306e-09
12.0,-3.205368830503132e-20
2.0,2.5879510974267375e-05
7.0,-3.898542844631797e-09
3.0,0.0007226400273378065
3.0,-1.3646896003608183e-05
9.0,-8.623132747832346e-14
3.0,5.8665909492042315e-05
28.0,4.6316923955396846e-49
13.0,-1.1080387809779422e-21
2.0,0.002549705092433475
4.0,3.9730220978884894e-07
7.0,3.5043452274089204e-10
3.0,2.7465695984226586e-06
2.0,-0.007177094472970633
8.0,-1.1815094655513623e-10
4.0,6.226300218209432e-06
1.0,0.21603771591748572
11.0,-8.830291650430702e-15
1.0,0.022831286945252167
24.0,-3.9705586709069305e-40
1.0,0.004055950542785853
8.0,1.1723330987523678e-12
7.0,3.545473913897323e-08
3.0,0.001667070923488121
2.0,0.043652739092325706
47.0,-1.4106856029514e-85
7.0,7.338975813774482e-08
14.0,2.763599148024899e-22
2.0,0.05526309730783178
10.0,1.4124671429959543e-17
14.0,3.0336995022768185e-24
4.0,1.4570551199458067e-06
1.0,0.13963106056857086
7.0,-3.3087003077403567e-12
5.0,1.2524565684737676e-06
3.0,3.42077649548055e-05
5.0,1.6686826658418207e-05
5.0,3.0972664415638636e-06
20.0,-8.958135675168736e-30
5.0,1.374236503507109e-08
45.0,-9.30759899612437e-71
7.0,-5.283128632148591e-12
9.0,6.625135373256518e-17
7.0,-5.886618241291015e-07
2.0,1.8283507433906106e-05
10.0,-2.1099148536135675e-16
7.0,-4.56886472674165e-10
10.0,3.8357989157520836e-17
12.0,-1.6348281411041046e-18
3.0,0.0004385474380720114
4.0,0.0008757092107725068
2.0,9.976500638070573e-05
10.0,-1.152518759528704e-14
3.0,0.0016314920821852376
2.0,-0.00017960908882973256
56.0,-2.5719181905658613e-89
12.0,-2.672765164132786e-14
17.0,-2.088027909265494e-31
5.0,4.5891827524960856e-07
6.0,5.2107149894756884e-08
19.0,-8.921918490317567e-35
4.0,0.00019820298863582677
2.0,-0.016679276671794266
3.0,1.1343638502289749e-06
6.0,1.770816779514421e-08
6.0,1.3712183788912475e-06
47.0,-8.835157412820785e-74
19.0,-8.674359503039552e-31
8.0,4.107996234904655e-13
6.0,1.5805924214262876e-06
11.0,-4.128026621219949e-13
3.0,-1.3830305502249612e-06
11.0,-5.722112110110711e-18
17.0,-5.837045284316618e-24
6.0,-1.527146294571583e-12
6.0,9.60871624126196e-11
5.0,9.202096548377266e-07
2.0,0.009981311823096735
7.0,7.581797686488293e-13
2.0,-0.0007576408384407465
4.0,4.8911915456945025e-05
7.0,2.2043390432175218e-10
2.0,0.058968366055000866
3.0,0.003360978970541323
3.0,3.7935100274140345e-05
12.0,-8.064085167180822e-18
8.0,2.6595230586973725e-13
7.0,2.943924696429656e-10
8.0,8.682235112367983e-09
5.0,1.2147865233435638e-05
4.0,2.701840027818994e-07
3.0,-0.0005533482119525947
10.0,-9.999223310813695e-14
16.0,-6.249996347912146e-25
4.0,-1.3966780255669606e-06
5.0,2.0280013160193561e-07
9.0,-1.1810483038668118e-12
37.0,-1.302720483381667e-56
1.0,-2.282479685933314e-05
3.0,0.00022634199476360183
3.0,0.0012190123334159006
7.0,-5.6055717643619006e-11
10.0,1.8780394240665016e-15
2.0,3.126873643900874e-05
7.0,-8.162948117865827e-13
8.0,-2.491261528205272e-15
2.0,0.003161847676635212
3.0,0.00042657792839698514
1.0,-0.03980646081421156
18.0,-1.2241061438464335e-26
2.0,0.004835517305632222
10.0,4.901874540220774e-18
3.0,1.6704914650590248e-06
4.0,4.5722780822995723e-07
1.0,0.08528923870652944
1.0,0.13963106056857086
3.0,0.0029125455418077617
7.0,8.339085556892893e-08
11.0,-5.656347115745815e-18
3.0,-1.579752930096765e-05
7.0,2.8261537850252224e-07
2.0,-0.0019504641129328582
1.0,-0.015486601028980996
5.0,1.845144689277399e-07
5.0,3.933351993674726e-06
2.0,0.0012976210439708492
8.0,-1.8436569064097948e-12
3.0,0.0004497828480523421
2.0,-3.821474453258063e-06
1.0,0.01804698970261267
7.0,-8.088583916948416e-13
4.0,1.4721700610069207e-06
34.0,2.7975735576702163e-54
1.0,0.00032406369141063304
7.0,2.1083010592152234e-13
3.0,1.304940740469716e-05
3.0,4.367387978891086e-06
11.0,-5.989341471850135e-19
2.0,0.022922000951645063
4.0,8.13709444676924e-09
7.0,-7.918474854304294e-14
1.0,0.029010264818985564
2.0,0.054839660700889706
7.0,5.39891929350948e-09
7.0,2.298541099562983e-09
19.0,2.158567436665339e-29
2.0,0.0009583279660690426
4.0,0.00016489957565652243
9.0,-2.1562952487035324e-15
7.0,7.203950352318314e-13
5.0,2.514329846916452e-08
2.0,0.009239421739671627
40.0,-3.900917987781754e-58
5.0,-2.373121090610999e-08
3.0,0.00035910254642237347
1.0,0.08528923870652944
4.0,5.538280673259683e-05
22.0,-2.241937048612335e-37
6.0,2.4445349929336135e-08
14.0,2.755928600804364e-25
4.0,1.714284556826385e-05
4.0,5.094415311194891e-06
3.0,0.010913404511226008
8.0,-1.243159370350106e-11
1.0,0.21603771591748572
19.0,-1.6330007308456365e-31
2.0,2.4567819136913688e-05
3.0,2.571845043736212e-06
6.0,9.052398179798201e-06
14.0,-2.3430641182609545e-19
2.0,0.022922000951645063
2.0,0.003063156322171665
23.0,-6.863897412153837e-34
8.0,1.6088372937836887e-14
6.0,-3.7220946958301585e-12
13.0,-3.1864588756954254e-23
2.0,-0.0002036441429317233
7.0,3.3274769736144853e-09
9.0,3.3342101761305877e-13
6.0,4.628543538328525e-09
3.0,0.002881325750508959
11.0,-2.814948607379054e-14
6.0,5.464950212714879e-05
3.0,0.00010316472395544255
4.0,2.2227652628690436e-06
6.0,-4.234507136984509e-11
9.0,5.9498456041208566e-15
27.0,-3.5349366873075954e-46
17.0,-1.2016062790369693e-24
3.0,-1.3761874871274071e-05
8.0,3.552810956972678e-13
3.0,0.003721560550046583
2.0,0.00071203610280468
2.0,0.022922000951645063
2.0,0.009239421739671627
2.0,0.0029021620878216603
2.0,-0.0011763614592534477
8.0,1.676845156878096e-13
6.0,3.6526637337930564e-08
15.0,-3.3119043430165647e-26
6.0,9.098811495550187e-10
4.0,1.0260605116627607e-07
14.0,-2.1851839418796407e-22
2.0,0.0018527567519106
2.0,0.058968366055000866
11.0,-1.9517156326852637e-18
2.0,2.878083809595032e-05
12.0,-4.0746398517531254e-20
4.0,9.72162548507397e-07
7.0,1.7116659818373633e-12
3.0,0.003098692074284755
1.0,0.006311472316098226
5.0,3.9178502131766056e-08
1.0,0.14318651882506633
7.0,-5.6317098517724614e-12
4.0,-1.3569346766746903e-07
4.0,0.004383315198594069
4.0,3.2382152077738085e-07
19.0,-9.534245316760352e-26
4.0,2.773264661695971e-06
15.0,-7.095449549761981e-25
7.0,1.1558732394162625e-08
2.0,0.006043372613200944
7.0,-3.1078730104141614e-13
10.0,-5.087335616964106e-12
1.0,1.308215593931461e-05
2.0,-0.011115577038836436
5.0,1.8816171493959807e-10
7.0,-7.350963245459652e-14
24.0,-5.128667887496163e-35
11.0,-3.615198285382638e-14
5.0,8.394581349524183e-08
5.0,7.957707802790463e-07
11.0,-2.8065592073333545e-15
2.0,0.0014333509370430212
18.0,-3.558124713668426e-29
3.0,1.842822477780462e-07
14.0,-5.954806930233432e-20
7.0,-4.927972969001748e-13
2.0,0.058968366055000866
3.0,-1.3281840257645404e-06
2.0,0.01029127597295855
2.0,6.473243632942572e-05
4.0,0.0006984122821960667
5.0,1.0816537693600945e-07
11.0,1.587822746076688e-19
2.0,0.001071467842089934
1.0,0.004055950542785853
10.0,5.360556779692867e-17
5.0,1.551956770793639e-07
11.0,-2.1486417419005434e-16
2.0,0.0027266502238590833
2.0,0.0012118627328683764
1.0,0.21603771591748572
11.0,-3.494931807996365e-20
6.0,7.519152935256925e-08
2.0,0.01029127597295855
9.0,2.0098228066497557e-16
5.0,3.283137115880697e-08
8.0,6.16176157222393e-16
11.0,9.820484270586799e-20
1.0,0.0011140585567758006
